"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"compiler","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.3.1","base",NA,NA,NA,NA,NA,"Part of R 4.3.1",NA,NA,NA,NA,NA,"4.3.1"
"config","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.1",NA,NA,"yaml (>= 2.1.19)",NA,"testthat, knitr, rmarkdown, covr, spelling",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"conflicted","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.0",NA,"R (>= 3.2)","cli (>= 3.4.0), memoise, rlang (>= 1.0.0)",NA,"callr, covr, dplyr, Matrix, methods, pkgload, testthat (>=
3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"correlation","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.8.4",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), datasets, datawizard (>= 0.7.0),
insight (>= 0.19.1), parameters (>= 0.20.2), stats",NA,"BayesFactor, energy, ggplot2, ggraph, gt, Hmisc, knitr, lme4,
MASS, mbend, polycor, poorman, ppcor, psych, rmarkdown, rmcorr,
rstanarm, see (>= 0.7.5), testthat (>= 3.1.7), tidygraph, wdm,
WRS2",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"corrplot","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.92",NA,NA,NA,NA,"seriation, knitr, RColorBrewer, rmarkdown, magrittr,
prettydoc, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"corrr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.4",NA,"R (>= 3.4)","dplyr (>= 1.0.0), ggplot2 (>= 2.2.0), ggrepel (>= 0.6.5), glue
(>= 1.4.2), purrr (>= 0.2.2), rlang (>= 0.4.0), seriation (>=
1.2-0), tibble (>= 2.0)",NA,"covr, DBI, dbplyr (>= 1.2.1), knitr (>= 1.13), rmarkdown (>=
0.9.6), RSQLite, sparklyr (>= 0.9), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"covr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.6.2",NA,"R (>= 3.1.0), methods","digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml",NA,"R6, curl, knitr, rmarkdown, htmltools, DT (>= 0.2), testthat,
rlang, rstudioapi (>= 0.2), xml2 (>= 1.0.0), parallel, memoise,
mockery, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"cowplot","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.1",NA,"R (>= 3.5.0)","ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales",NA,"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, patchwork, rmarkdown, ragg,
testthat (>= 1.0.0), tidyr, vdiffr (>= 0.3.0), VennDiagram",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"coxme","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.2-18.1","optional","survival (>= 2.36.14), methods, bdsmatrix(>= 1.3), R(>= 2.10)","nlme, Matrix (>= 1.0)","bdsmatrix","mvtnorm, kinship2",NA,"LGPL-2",NA,NA,NA,NA,"yes","4.3.1"
"cpp11","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.6",NA,"R (>= 3.5.0)",NA,NA,"bench, brio, callr, cli, covr, decor, desc, ggplot2, glue,
knitr, lobstr, mockery, progress, rmarkdown, scales, Rcpp,
testthat, tibble, utils, vctrs, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"crayon","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.5.2",NA,NA,"grDevices, methods, utils",NA,"mockery, rstudioapi, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"credentials","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.2",NA,NA,"openssl (>= 1.3), sys (>= 2.1), curl, jsonlite, askpass",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"crosstalk","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.2.0",NA,NA,"htmltools (>= 0.3.6), jsonlite, lazyeval, R6",NA,"shiny, ggplot2, testthat (>= 2.1.0), sass, bslib",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"crul","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.0",NA,NA,"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime",NA,"testthat, roxygen2 (>= 7.1.1), fauxpas (>= 0.1.0), webmockr
(>= 0.1.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"curl","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","5.0.2",NA,"R (>= 3.0.0)",NA,NA,"spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"cyclocomp","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.0",NA,NA,"callr, crayon, desc, remotes, withr",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"data.table","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.14.8",NA,"R (>= 3.1.0)","methods",NA,"bit64 (>= 4.0.0), bit (>= 4.0.4), curl, R.utils, xts,
nanotime, zoo (>= 1.8-1), yaml, knitr, rmarkdown",NA,"MPL-2.0 | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"datasets","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.3.1","base",NA,NA,NA,NA,NA,"Part of R 4.3.1",NA,NA,NA,NA,NA,"4.3.1"
"datawizard","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.8.0",NA,"R (>= 3.6)","insight (>= 0.19.1), stats, utils",NA,"bayestestR, boot, brms, data.table, dplyr (>= 1.0),
effectsize, gamm4, ggplot2, gt, haven, htmltools, httr, knitr,
lme4, mediation, parameters (>= 0.20.3), poorman (>= 0.2.6),
psych, readxl, readr, rio, rmarkdown, rstanarm, see, testthat
(>= 3.1.6), tibble, tidyr, withr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"DBI","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.3",NA,"methods, R (>= 3.0.0)",NA,NA,"blob, covr, DBItest, dbplyr, downlit, dplyr, glue, hms,
knitr, magrittr, RMariaDB, rmarkdown, rprojroot, RSQLite (>=
1.1-2), testthat, xml2",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"dbplyr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.3.3",NA,"R (>= 3.1)","blob (>= 1.2.0), cli (>= 3.4.1), DBI (>= 1.0.0), dplyr (>=
1.1.0), glue (>= 1.2.0), lifecycle (>= 1.0.3), magrittr,
methods, pillar (>= 1.5.0), purrr (>= 1.0.1), R6 (>= 2.2.2),
rlang (>= 1.0.6), tibble (>= 1.4.2), tidyr (>= 1.3.0),
tidyselect (>= 1.2.0), utils, vctrs (>= 0.5.0), withr",NA,"bit64, covr, knitr, Lahman, nycflights13, odbc, RMariaDB (>=
1.0.2), rmarkdown, RPostgres (>= 1.1.3), RPostgreSQL, RSQLite
(>= 2.2.15), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"debugme","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.0",NA,NA,"crayon, grDevices",NA,"covr, mockery, R6, testthat, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"deldir","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0-9",NA,"R (>= 3.5.0)","graphics, grDevices",NA,"polyclip",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"dendextend","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.17.1",NA,"R (>= 3.0.0)","utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis",NA,"knitr, rmarkdown, testthat, seriation, colorspace, ape,
microbenchmark, gplots, heatmaply, dynamicTreeCut, pvclust,
corrplot, DendSer, MASS, cluster, fpc, circlize (>= 0.2.5),
covr","ggdendro, dendroextras, Hmisc, data.table, rpart, WGCNA,
moduleColor, distory, phangorn, zoo","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"DendSer","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.2",NA,"gclus,seriation",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"DEoptimR","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1-1",NA,NA,"stats",NA,NA,"robustbase","GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"desc","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.2",NA,"R (>= 3.4)","cli, R6, rprojroot, utils",NA,"callr, covr, gh, spelling, testthat, whoami, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"devtools","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.4.5",NA,"R (>= 3.0.2), usethis (>= 2.1.6)","cli (>= 3.3.0), desc (>= 1.4.1), ellipsis (>= 0.3.2), fs (>=
1.5.2), lifecycle (>= 1.0.1), memoise (>= 2.0.1), miniUI (>=
0.1.1.1), pkgbuild (>= 1.3.1), pkgdown (>= 2.0.6), pkgload (>=
1.3.0), profvis (>= 0.3.7), rcmdcheck (>= 1.4.0), remotes (>=
2.4.2), rlang (>= 1.0.4), roxygen2 (>= 7.2.1), rversions (>=
2.1.1), sessioninfo (>= 1.2.2), stats, testthat (>= 3.1.5),
tools, urlchecker (>= 1.0.1), utils, withr (>= 2.5.0)",NA,"BiocManager (>= 1.30.18), callr (>= 3.7.1), covr (>= 3.5.1),
curl (>= 4.3.2), digest (>= 0.6.29), DT (>= 0.23), foghorn (>=
1.4.2), gh (>= 1.3.0), gmailr (>= 1.0.1), httr (>= 1.4.3),
knitr (>= 1.39), lintr (>= 3.0.0), MASS, mockery (>= 0.4.3),
pingr (>= 2.0.1), rhub (>= 1.1.1), rmarkdown (>= 2.14),
rstudioapi (>= 0.13), spelling (>= 2.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dfidx","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.0-5",NA,"R (>= 2.10)","dplyr, Formula",NA,"knitr, rmarkdown, AER, mlogit, plm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"diagram","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.6.5",NA,"R (>= 2.01), shape","stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"dichromat","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0-0.1",NA,"R (>= 2.10), stats",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"diffobj","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.5",NA,"R (>= 3.1.0)","crayon (>= 1.3.2), tools, methods, utils, stats",NA,"knitr, rmarkdown",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"digest","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6.33",NA,"R (>= 3.3.0)","utils",NA,"tinytest, simplermarkdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"diptest","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.76-0",NA,NA,"graphics, stats",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"distill","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.5",NA,NA,"base64enc, bookdown (>= 0.8), digest, downlit (>= 0.4.1),
htmltools, jsonlite (>= 1.3), knitr (>= 1.15.6), lubridate (>=
1.7.10), mime, openssl, png, rmarkdown (>= 2.11), rprojroot,
rstudioapi, stats, stringr, tools, utils, whisker, xfun (>=
0.18), xml2, yaml",NA,"covr, DiagrammeR, htmlwidgets, progress, r2d3, rsconnect,
shiny, testthat (>= 3.0.0), withr",NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.1"
"distributional","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.2",NA,NA,"vctrs (>= 0.3.0), rlang (>= 0.4.5), generics, stats, numDeriv,
ggplot2, scales, farver, digest, utils, lifecycle",NA,"testthat (>= 2.1.0), covr, mvtnorm, actuar (>= 2.0.0), ggdist",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"doParallel","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.17",NA,"R (>= 2.14.0), foreach (>= 1.2.0), iterators (>= 1.0.0),
parallel, utils",NA,NA,"caret, mlbench, rpart, RUnit","compiler","GPL-2",NA,NA,NA,NA,"no","4.3.1"
"downlit","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.3",NA,"R (>= 3.4.0)","brio, desc, digest, evaluate, fansi, memoise, rlang, vctrs,
withr, yaml",NA,"covr, htmltools, jsonlite, MASS, MassSpecWavelet, pkgload,
rmarkdown, testthat (>= 3.0.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"downloader","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4",NA,NA,"utils, digest",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"dplyr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.2",NA,"R (>= 3.5.0)","cli (>= 3.4.0), generics, glue (>= 1.3.2), lifecycle (>=
1.0.3), magrittr (>= 1.5), methods, pillar (>= 1.9.0), R6,
rlang (>= 1.1.0), tibble (>= 3.2.0), tidyselect (>= 1.2.0),
utils, vctrs (>= 0.6.0)",NA,"bench, broom, callr, covr, DBI, dbplyr (>= 2.2.1), ggplot2,
knitr, Lahman, lobstr, microbenchmark, nycflights13, purrr,
rmarkdown, RMySQL, RPostgreSQL, RSQLite, stringi (>= 1.7.6),
testthat (>= 3.1.5), tidyr (>= 1.3.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"drc","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","3.0-1",NA,"R (>= 2.0.0), MASS, stats","car, gtools, multcomp, plotrix, scales",NA,NA,NA,"GPL-2 | file LICENCE",NA,NA,NA,NA,"no","4.3.1"
"dreamerr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.0",NA,NA,"Formula, utils",NA,"knitr, rmarkdown, stats, graphics",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"DT","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.28",NA,NA,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), jsonlite (>=
0.9.16), magrittr, crosstalk, jquerylib, promises",NA,"knitr (>= 1.8), rmarkdown, shiny (>= 1.6), bslib, future,
testit, tibble",NA,"GPL-3 | file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dtplyr","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.3.1",NA,"R (>= 3.3)","cli (>= 3.4.0), data.table (>= 1.13.0), dplyr (>= 1.1.0),
glue, lifecycle, rlang (>= 1.0.4), tibble, tidyselect (>=
1.2.0), vctrs (>= 0.4.1)",NA,"bench, covr, knitr, rmarkdown, testthat (>= 3.1.2), tidyr (>=
1.1.0), waldo (>= 0.3.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dygraphs","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.1.6",NA,"R (>= 3.0)","magrittr, htmlwidgets (>= 0.6), htmltools (>= 0.3.5), zoo (>=
1.7-10), xts (>= 0.9-7)",NA,"testthat","rmarkdown (>= 0.3.3), shiny (>= 0.10.2.1)","MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"dynamicTreeCut","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.63-1",NA,"R (>= 2.3.0), stats",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"e1071","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.7-13",NA,NA,"graphics, grDevices, class, stats, methods, utils, proxy",NA,"cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS, slam",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"easystats","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6.0",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), correlation (>= 0.8.3), datawizard (>=
0.6.4), effectsize (>= 0.8.2), insight (>= 0.18.8), modelbased
(>= 0.8.5), parameters (>= 0.20.0), performance (>= 0.10.1),
report (>= 0.5.1), see (>= 0.7.4), tools, utils",NA,"DT, flexdashboard (>= 0.6.0), jsonlite, knitr, rmarkdown,
rvest, testthat (>= 3.1.0), withr, xml2",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"effects","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.2-2",NA,"R (>= 3.5.0), carData","lme4, nnet, lattice, grid, colorspace, graphics, grDevices,
stats, survey, utils, estimability, insight",NA,"pbkrtest (>= 0.4-4), nlme, MASS, poLCA, heplots, splines,
ordinal, car, knitr, betareg, alr4, robustlmm",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"effectsize","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.8.5",NA,"R (>= 3.6)","bayestestR (>= 0.13.0), insight (>= 0.19.1), parameters (>=
0.20.2), performance (>= 0.10.2), datawizard (>= 0.6.5), stats,
utils",NA,"correlation (>= 0.8.3), see (>= 0.7.4), afex, BayesFactor,
boot, brms, car, emmeans, gt, knitr, lavaan, lme4, lmerTest,
mgcv, parsnip, pwr, rmarkdown, rms, rstanarm, rstantools,
testthat (>= 3.1.0)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"egg","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.4.5",NA,"gridExtra (>= 2.3), ggplot2","gtable, grid, grDevices, utils",NA,"knitr, png",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"ellipse","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5.0",NA,"R (>= 2.0.0),graphics,stats",NA,NA,"MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"ellipsis","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.2",NA,"R (>= 3.2)","rlang (>= 0.3.0)",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"emmeans","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.8.8",NA,"R (>= 4.1.0)","estimability (>= 1.4.1), graphics, methods, numDeriv, stats,
utils, mvtnorm",NA,"bayesplot, bayestestR, biglm, brms, car, coda (>= 0.17),
ggplot2, lattice, logspline, mediation, mgcv, multcomp,
multcompView, nlme, ordinal (>= 2014.11-12), pbkrtest (>=
0.4-1), lme4, lmerTest (>= 2.0.32), MASS, MuMIn, rsm, knitr,
rmarkdown, sandwich, scales, splines, testthat, xtable (>=
1.8-2)","CARBayes, coxme, gee, geepack, MCMCglmm, MCMCpack, mice,
nnet, pscl, rstanarm, sommer, survival","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.1"
"epiR","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.0.63",NA,"R (>= 3.0.0), survival","BiasedUrn, pander, methods, sf, lubridate, zoo, flextable,
officer",NA,"MASS (>= 3.1-20), dplyr, foreign, ggplot2, knitr, mapproj,
rmarkdown, plyr, RColorBrewer, rgeos, scales, sp, spatstat,
spData, tidyr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"ergm","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","4.5.0",NA,"R (>= 4.1), network (>= 1.18.0)","robustbase (>= 0.93.7), coda (>= 0.19.4), trust (>= 0.1.8),
Matrix (>= 1.3.2), lpSolveAPI (>= 5.5.2.0.17.7), MASS (>=
7.3.53.1), statnet.common (>= 4.9.0), rle (>= 0.9.2), purrr (>=
0.3.4), rlang (>= 0.4.10), memoise (>= 2.0.0), tibble (>=
3.1.0), magrittr (>= 2.0.1), Rdpack (>= 2.4), parallel,
methods, knitr, stringr",NA,"lattice (>= 0.20.41), latticeExtra (>= 0.6.29), sna (>= 2.6),
rmarkdown, testthat (>= 3.0.2), ergm.count (>= 4.0), withr,
covr, Rglpk, slam, networkLite",NA,"GPL-3 + file LICENSE","yes","no",NA,NA,"yes","4.3.1"
"estimability","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.4.1",NA,"stats",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"evaluate","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.21",NA,"R (>= 3.0.2)","methods",NA,"covr, ggplot2, lattice, rlang, testthat (>= 3.0.0), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"expm","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.999-7",NA,"Matrix","methods",NA,"RColorBrewer, sfsmisc, Rmpfr",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"extrafont","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.19",NA,"R (>= 2.15)","extrafontdb, grDevices, utils, Rttf2pt1",NA,"fontcm",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"extrafontdb","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0",NA,"R (>= 2.14)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"4.3.0"
"factoextra","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.7",NA,"R (>= 3.1.2), ggplot2 (>= 2.2.0)","abind, cluster, dendextend, FactoMineR, ggpubr(>= 0.1.5),
grid, stats, reshape2, ggrepel, tidyr",NA,"ade4, ca, igraph, MASS, knitr, mclust",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"FactoMineR","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.8",NA,"R (>= 4.0)","car,cluster,DT,ellipse,emmeans,flashClust,graphics,grDevices,lattice,leaps,MASS,multcompView,scatterplot3d,stats,utils,ggplot2,ggrepel",NA,"missMDA,knitr,Factoshiny,markdown",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"fansi","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.0.4",NA,"R (>= 3.1.0)","grDevices, utils",NA,"unitizer, knitr, rmarkdown",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"farver","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.1.1",NA,NA,NA,NA,"covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"fastmap","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.1",NA,NA,NA,NA,"testthat (>= 2.1.1)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"feather","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.3.5",NA,NA,"Rcpp, tibble (>= 2.0.0), hms","Rcpp","testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"filehash","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.4-5",NA,"R (>= 3.0.0)","digest, methods",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"fit.models","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.64",NA,NA,"lattice, stats",NA,"MASS",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"fixest","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.11.1",NA,"R(>= 3.5.0)","stats, graphics, grDevices, tools, utils, methods, numDeriv,
nlme, sandwich, Rcpp(>= 1.0.5), dreamerr(>= 1.2.3)","Rcpp","knitr, rmarkdown, data.table, plm, MASS, pander, ggplot2,
lfe, tinytex, pdftools",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"flashClust","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.01-2",NA,"R (>= 2.3.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"4.3.0"
"flexdashboard","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.6.2",NA,"R (>= 3.0.2)","bslib (>= 0.2.5), grDevices, htmltools (>= 0.5.1), htmlwidgets
(>= 0.6), jsonlite, knitr (>= 1.30), rmarkdown (>= 2.8), sass,
scales, shiny (>= 0.13), tools, utils",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"flexmix","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","2.3-19",NA,"R (>= 2.15.0), lattice","graphics, grid, grDevices, methods, modeltools (>= 0.2-16),
nnet, stats, stats4, utils",NA,"actuar, codetools, diptest, Ecdat, ellipse, gclus, glmnet,
lme4 (>= 1.1), MASS, mgcv (>= 1.8-0), mlbench, multcomp,
mvtnorm, SuppDists, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"flextable","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.9.2",NA,NA,"stats, utils, grDevices, graphics, grid, rmarkdown, knitr,
htmltools, rlang, ragg, officer (>= 0.6.2), gdtools (>= 0.3.3),
xml2, data.table (>= 1.13.0), uuid (>= 0.1-4)",NA,"testthat (>= 2.1.0), magick, equatags, commonmark, ggplot2,
scales, doconv (>= 0.3.0), xtable, tables (>= 0.9.17), broom,
broom.mixed, mgcv, cluster, lme4, nlme, bookdown (>= 0.34),
pdftools, officedown, pkgdown (>= 2.0.0), webshot2",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"FNN","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.1.3.2",NA,"R (>= 3.0.0)",NA,NA,"chemometrics, mvtnorm",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"foghorn","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","1.5.1",NA,"R (>= 3.1.0)","clisymbols (>= 1.0.0), crayon (>= 1.3.2), curl (>= 2.2), httr2
(>= 0.2.1), rlang (>= 0.4.3), rvest (>= 0.3.2), tibble (>=
1.2), xml2 (>= 1.0.0)",NA,"covr, dplyr, knitr, progress, rmarkdown, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"fontawesome","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.5.2",NA,"R (>= 3.3.0)","rlang (>= 1.0.6), htmltools (>= 0.5.1.1)",NA,"covr, dplyr (>= 1.0.8), knitr (>= 1.31), testthat (>= 3.0.0),
rsvg",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"fontBitstreamVera","C:/Users/gcook/_portable_apps/R/R-4.3.1/library","0.1.1",NA,"R (>= 3.0.0)",NA,NA,NA,NA,"file LICENCE","yes",NA,NA,NA,"no","4.3.0"
